order_id,order_date,customer_id,region,category,product,quantity,unit_price,status
1160,2025-06-18,C036,North,美妆,面膜,6,510.32,paid
1161,2025-05-27,C040,north,家居,台灯,5,36.79,paid
1162,2025-08-24,C052,north,服饰,卫衣,3,524.52,paid
1163,2025-01-18,C054,north,家居,抱枕,2,452.74,paid
1164,2025-04-27,C073,east,服饰,T恤,5,438.53,paid
1165,2025-06-02,C011,NORTH,数码,无线耳机,3,457.57,refunded
1166,2025-03-11,C028,East,美妆,精华,8,372.1,paid
1167,2025-07-13,C076,east,食品,坚果,7,84.32,paid
1168,2025-05-05,C008,South,食品,巧克力,1,147.9,paid
1169,2025-01-02,C016,south ,家居,台灯,3,463.21,paid
1170,2025-01-02,C030,East,美妆,精华,3,94.93,paid
1171,2025-05-09,C056,east,食品,巧克力,2,250.3,paid
1172,2025-01-05,C054,east,美妆,面膜,7,352.57,paid
1173,2025-03-16,C059,north,数码,机械键盘,6,119.69,paid
1174,2025-08-01,C068,East,服饰,T恤,2,161.12,paid
1175,2025-01-21,C066,east,美妆,口红,4,213.18,paid
1176,2025-06-12,C019,south ,数码,移动电源,6,223.64,paid
1177,2025-03-02,C010,South,数码,无线耳机,4,120.63,paid
1178,2025-02-15,C020,west,美妆,口红,6,521.26,paid
1179,2025-04-23,C046,west,数码,机械键盘,5,481.87,paid
1180,2025-05-10,C037,west,数码,机械键盘,8,41.81,paid
1181,2025-01-20,C006,East,数码,移动电源,8,356.59,paid
1182,2025-04-26,C008,south ,食品,巧克力,6,370.9,paid
1183,2025-04-26,C057,North,数码,机械键盘,3,42.7,paid
1184,2025-05-15,C053,NORTH,食品,巧克力,6,236.25,paid
1185,2025-07-18,C050,north,服饰,牛仔裤,6,58.23,refunded
1186,2025-03-14,C045,NORTH,服饰,牛仔裤,6,67.27,paid
1187,2025-03-21,C043,North,美妆,面膜,5,344.17,paid
1188,2025-07-28,C040,North,家居,抱枕,7,314.92,refunded
1189,2025-02-16,C010,west,家居,台灯,4,151.39,paid
1190,2025-03-17,C077,north,数码,移动电源,6,528.31,paid
1191,2025-04-07,C047,NORTH,家居,收纳盒,3,438.29,refunded
1192,2025-06-23,C061,South,家居,台灯,8,155.72,paid
1193,2025-08-20,C065,west,家居,台灯,8,466.27,paid
1194,2025-05-16,C062,south ,美妆,面膜,3,526.34,refunded
1195,2025-08-12,C035,North,服饰,牛仔裤,2,185.34,paid
1196,2025-04-26,C058,East,食品,坚果,2,568.92,paid
1197,2025-08-15,C050,East,服饰,T恤,1,249.94,paid
1198,2025-01-21,C043,north,服饰,T恤,6,559.88,paid
1199,2025-07-22,C018,north,家居,收纳盒,5,552.09,paid
1200,2025-07-14,C020,north,美妆,口红,2,31.02,paid
1201,2025-05-21,C016,East,食品,巧克力,2,470.18,paid
1202,2025-01-13,C077,west,家居,台灯,2,84.3,paid
1203,2025-05-18,C046,south ,数码,移动电源,3,188.94,refunded
1204,2025-03-03,C068,NORTH,食品,咖啡,2,323.62,paid
1205,2025-05-20,C050,north,食品,巧克力,7,526.53,refunded
1206,2025-04-06,C014,north,服饰,牛仔裤,6,477.34,paid
1207,2025-07-17,C023,east,食品,巧克力,3,45.71,paid
1208,2025-08-01,C059,west,美妆,精华,3,490.67,refunded
1209,2025-01-10,C040,north,服饰,T恤,4,533.76,paid
1210,2025-05-12,C037,west,美妆,精华,5,41.24,paid
1211,2025-04-02,C052,east,数码,移动电源,5,92.2,paid
1212,2025-07-10,C067,east,美妆,口红,3,307.8,paid
1213,2025-03-10,C024,East,数码,移动电源,2,269.75,paid
1214,2025-05-20,C058,North,服饰,卫衣,2,210.19,paid
1215,2025-06-04,C046,west,美妆,面膜,6,279.34,paid
1216,2025-06-07,C066,north,美妆,口红,2,409.29,paid
1217,2025-07-25,C047,NORTH,家居,收纳盒,8,40.18,refunded
1218,2025-04-03,C048,north,美妆,精华,3,413.86,paid
1219,2025-04-24,C032,NORTH,数码,移动电源,6,250.86,paid
1220,2025-01-30,C016,NORTH,数码,移动电源,8,320.29,paid
1221,2025-03-09,C063,west,服饰,牛仔裤,4,597.89,paid
1222,2025-02-21,C012,North,数码,无线耳机,8,120.14,paid
1223,2025-07-27,C039,east,服饰,牛仔裤,2,339.0,paid
1224,2025-08-06,C026,NORTH,家居,抱枕,6,315.08,paid
1225,2025-07-22,C060,west,家居,收纳盒,1,229.32,paid
1226,2025-07-25,C062,North,食品,坚果,2,199.39,paid
1227,2025-05-15,C058,North,美妆,口红,3,583.98,paid
1228,2025-04-30,C065,NORTH,食品,咖啡,3,465.31,paid
1229,2025-08-22,C029,NORTH,数码,无线耳机,5,115.5,paid
1230,2025-03-30,C036,North,食品,咖啡,5,133.86,paid
1231,2025-02-02,C022,North,服饰,牛仔裤,3,363.25,paid
1232,2025-06-18,C006,east,食品,巧克力,1,498.64,refunded
1233,2025-06-14,C070,south ,食品,咖啡,7,378.5,refunded
1234,2025-03-16,C008,south ,服饰,卫衣,7,192.51,refunded
1235,2025-02-10,C041,west,美妆,口红,8,138.33,paid
1236,2025-08-09,C072,east,服饰,牛仔裤,7,95.84,paid
1237,2025-01-28,C013,west,服饰,T恤,2,175.13,paid
1238,2025-01-13,C042,East,服饰,卫衣,4,578.36,paid
1239,2025-08-28,C066,east,食品,巧克力,4,462.61,paid
1240,2025-04-30,C059,west,美妆,口红,1,72.23,paid
1241,2025-03-03,C061,east,家居,抱枕,1,49.31,paid
1242,2025-03-15,C047,North,食品,坚果,7,97.68,paid
1243,2025-07-15,C047,north,美妆,口红,7,49.67,paid
1244,2025-05-22,C080,East,服饰,T恤,8,463.35,paid
1245,2025-06-24,C044,NORTH,食品,坚果,2,248.46,paid
1246,2025-05-23,C018,south ,服饰,T恤,7,310.05,refunded
1247,2025-07-02,C042,west,服饰,卫衣,3,371.63,paid
1248,2025-08-27,C039,NORTH,食品,咖啡,7,594.56,paid
1249,2025-06-01,C043,west,服饰,牛仔裤,5,295.44,refunded
1250,2025-06-22,C075,South,数码,机械键盘,1,366.21,paid
1251,2025-05-28,C080,north,家居,抱枕,8,118.9,paid
1252,2025-07-18,C025,south ,美妆,面膜,1,352.09,paid
1253,2025-01-05,C065,East,美妆,口红,3,259.52,paid
1254,2025-07-18,C062,north,食品,咖啡,3,320.84,paid
1255,2025-05-15,C046,NORTH,美妆,口红,8,549.03,paid
1256,2025-06-23,C039,west,服饰,牛仔裤,4,575.26,paid
1257,2025-02-27,C036,south ,服饰,卫衣,8,203.88,paid
1258,2025-03-15,C019,East,数码,移动电源,7,494.66,paid
1259,2025-03-16,C062,North,数码,机械键盘,6,555.93,paid
1260,2025-02-24,C076,South,家居,抱枕,5,99.62,paid
1261,2025-03-03,C061,south ,家居,收纳盒,4,50.44,paid
1262,2025-01-26,C061,NORTH,家居,收纳盒,7,398.68,paid
1263,2025-05-03,C012,east,家居,台灯,5,394.62,paid
1264,2025-06-16,C005,north,食品,坚果,3,262.37,paid
1265,2025-08-03,C073,NORTH,美妆,口红,5,528.51,refunded
1266,2025-06-04,C064,South,数码,机械键盘,8,593.68,paid
1267,2025-08-16,C021,west,家居,抱枕,5,131.83,paid
1268,2025-07-07,C038,South,美妆,精华,3,28.17,paid
1269,2025-05-26,C013,East,家居,收纳盒,7,318.86,refunded
1270,2025-02-17,C058,east,家居,台灯,4,23.96,paid
1271,2025-07-12,C031,South,服饰,卫衣,1,171.7,paid
1272,2025-01-16,C040,South,数码,机械键盘,3,255.14,paid
1273,2025-06-26,C018,South,数码,移动电源,6,376.48,paid
1274,2025-05-03,C069,east,家居,台灯,7,427.13,paid
1275,2025-07-25,C073,North,家居,收纳盒,8,326.34,paid
1276,2025-01-29,C057,south ,数码,移动电源,3,115.43,paid
1277,2025-01-30,C008,west,家居,抱枕,2,541.36,paid
1278,2025-04-27,C040,East,家居,抱枕,8,347.07,paid
1279,2025-07-05,C006,South,数码,机械键盘,1,452.57,paid
1280,2025-04-19,C061,North,服饰,牛仔裤,1,562.06,refunded
1281,2025-01-09,C054,NORTH,服饰,卫衣,3,464.18,paid
1282,2025-04-06,C070,East,美妆,口红,7,66.54,paid
1283,2025-02-04,C029,NORTH,服饰,T恤,7,326.73,paid
1284,2025-08-02,C069,South,数码,无线耳机,8,410.63,paid
1285,2025-04-08,C015,west,家居,收纳盒,6,109.97,paid
1286,2025-01-09,C005,north,美妆,精华,4,139.53,paid
1287,2025-04-25,C030,north,食品,巧克力,4,449.51,paid
1288,2025-05-19,C074,NORTH,家居,收纳盒,5,155.81,paid
1289,2025-03-23,C067,east,食品,巧克力,4,195.02,paid
1290,2025-02-26,C023,South,美妆,口红,1,342.9,paid
1291,2025-06-10,C049,west,美妆,精华,1,583.93,paid
1292,2025-07-21,C069,East,食品,咖啡,7,106.55,paid
1293,2025-05-02,C072,South,家居,收纳盒,3,487.35,paid
1294,2025-04-16,C011,NORTH,美妆,精华,7,160.86,paid
1295,2025-08-25,C078,North,美妆,口红,4,49.89,paid
1296,2025-06-04,C043,south ,数码,无线耳机,4,298.05,paid
1297,2025-03-19,C032,south ,数码,无线耳机,2,453.19,paid
1298,2025-06-28,C037,south ,食品,巧克力,7,550.77,paid
1299,2025-04-08,C064,east,美妆,精华,5,171.71,paid
1300,2025-04-30,C053,west,数码,移动电源,6,550.31,paid
1301,2025-01-12,C075,NORTH,食品,坚果,1,171.25,paid
1302,2025-07-04,C032,NORTH,美妆,口红,4,211.32,paid
1303,2025-05-08,C063,east,食品,巧克力,5,462.75,paid
1304,2025-04-28,C024,east,家居,抱枕,3,101.18,paid
1305,2025-08-23,C007,north,食品,巧克力,1,506.66,refunded
1306,2025-07-15,C028,NORTH,数码,机械键盘,4,59.42,paid
1307,2025-05-10,C069,north,美妆,口红,8,402.38,refunded
1308,2025-05-22,C065,north,美妆,面膜,5,330.73,paid
1309,2025-07-28,C080,North,美妆,面膜,2,324.14,paid
1310,2025-05-15,C059,South,服饰,卫衣,7,65.83,paid
1311,2025-05-25,C005,south ,家居,抱枕,5,416.74,paid
1312,2025-01-24,C022,East,美妆,口红,8,52.55,refunded
1313,2025-01-22,C030,east,美妆,口红,2,538.98,paid
1314,2025-02-24,C036,South,食品,咖啡,1,556.01,paid
1315,2025-08-19,C027,north,食品,巧克力,3,558.68,paid
1316,2025-05-31,C073,East,家居,抱枕,2,193.58,paid
1317,2025-08-02,C011,east,美妆,精华,7,458.25,paid
1318,2025-05-09,C078,North,服饰,T恤,7,154.64,refunded
1319,2025-07-16,C058,East,食品,巧克力,6,37.18,paid
1320,2025-05-06,C049,East,家居,台灯,7,127.73,paid
1321,2025-01-22,C020,south ,食品,咖啡,2,67.58,paid
1322,2025-07-09,C057,east,美妆,口红,2,73.08,paid
1323,2025-04-03,C072,NORTH,服饰,T恤,2,128.69,paid
1324,2025-05-12,C077,north,美妆,面膜,2,225.27,refunded
1325,2025-07-20,C072,north,服饰,卫衣,5,260.01,paid
1326,2025-08-20,C035,NORTH,家居,抱枕,7,118.31,paid
1327,2025-05-07,C010,NORTH,家居,收纳盒,7,180.06,paid
1328,2025-04-03,C001,west,服饰,T恤,4,285.56,paid
1329,2025-04-12,C077,East,服饰,牛仔裤,6,275.33,paid
1330,2025-02-04,C041,south ,服饰,卫衣,8,202.23,paid
1331,2025-03-16,C051,south ,美妆,精华,6,238.11,paid
1332,2025-04-04,C060,south ,数码,移动电源,3,415.39,paid
1333,2025-07-01,C053,South,家居,台灯,2,495.0,paid
1334,2025-06-22,C055,South,美妆,面膜,4,166.56,paid
1335,2025-07-22,C054,west,美妆,面膜,8,357.7,paid
1336,2025-05-20,C046,North,数码,机械键盘,2,465.99,paid
1337,2025-02-12,C002,East,食品,坚果,6,580.12,paid
1338,2025-01-26,C076,south ,服饰,T恤,8,236.99,paid
1339,2025-06-26,C011,east,食品,坚果,1,300.01,paid
1340,2025-01-30,C062,South,家居,台灯,6,284.09,paid
1341,2025-03-31,C015,west,美妆,面膜,8,204.97,paid
1342,2025-01-06,C067,North,服饰,牛仔裤,3,559.36,paid
1343,2025-02-14,C052,east,食品,坚果,7,575.91,paid
1344,2025-06-11,C026,East,家居,收纳盒,7,36.93,paid
1345,2025-04-26,C009,East,食品,咖啡,1,428.75,paid
1346,2025-05-28,C034,NORTH,数码,移动电源,6,209.07,paid
1347,2025-06-21,C045,east,美妆,精华,7,374.56,paid
1348,2025-04-01,C018,NORTH,美妆,精华,5,552.84,paid
1349,2025-03-22,C066,South,数码,无线耳机,2,126.17,paid
1350,2025-04-10,C069,NORTH,美妆,精华,7,265.36,paid
1351,2025-06-27,C058,NORTH,家居,抱枕,8,187.52,paid
1352,2025-06-08,C072,north,数码,机械键盘,8,99.19,paid
1353,2025-05-10,C022,west,美妆,口红,7,431.88,paid
1354,2025-01-22,C037,south ,食品,坚果,5,38.96,paid
1355,2025-02-13,C070,west,美妆,精华,2,352.17,paid
1356,2025-07-30,C014,north,服饰,牛仔裤,8,336.88,paid
1357,2025-07-08,C012,north,家居,台灯,8,172.43,paid
1358,2025-04-23,C055,south ,数码,无线耳机,6,519.41,paid
1359,2025-02-12,C069,south ,食品,坚果,4,487.16,paid
1360,2025-03-13,C074,NORTH,食品,巧克力,6,587.82,paid
1361,2025-03-10,C008,North,食品,巧克力,3,578.41,paid
1362,2025-03-12,C032,NORTH,家居,抱枕,4,104.82,paid
1363,2025-07-14,C010,NORTH,美妆,口红,5,384.13,paid
1364,2025-06-12,C075,South,数码,机械键盘,6,283.72,paid
1365,2025-01-01,C051,west,数码,移动电源,6,513.06,paid
1366,2025-02-25,C071,west,美妆,面膜,5,207.26,paid
1367,2025-05-28,C006,west,家居,抱枕,6,538.61,paid
1368,2025-01-26,C055,North,美妆,面膜,3,275.95,refunded
1369,2025-02-21,C012,South,家居,抱枕,3,527.17,paid
1370,2025-06-17,C007,North,服饰,卫衣,6,405.42,paid
1371,2025-04-12,C001,south ,服饰,牛仔裤,7,400.18,paid
1372,2025-02-24,C002,NORTH,美妆,面膜,4,321.28,paid
1373,2025-06-28,C012,East,服饰,T恤,3,297.07,paid
1374,2025-07-07,C018,east,数码,无线耳机,6,530.97,paid
1375,2025-06-14,C020,north,家居,收纳盒,3,275.26,paid
1376,2025-08-24,C016,west,美妆,精华,4,70.28,paid
1377,2025-05-31,C011,East,美妆,口红,6,478.82,paid
1378,2025-03-05,C039,South,食品,巧克力,1,511.78,paid
1379,2025-02-22,C031,south ,食品,巧克力,7,191.41,refunded
1380,2025-05-07,C002,south ,美妆,面膜,8,390.09,refunded
1381,2025-04-03,C061,East,服饰,T恤,7,231.94,paid
1382,2025-07-17,C008,North,数码,无线耳机,1,172.07,refunded
1383,2025-07-22,C069,South,美妆,精华,7,265.67,paid
1384,2025-05-18,C027,South,食品,坚果,2,199.75,paid
1385,2025-07-26,C009,east,家居,抱枕,7,360.13,paid
1386,2025-03-21,C015,south ,美妆,精华,1,161.8,paid
1387,2025-04-27,C023,north,食品,巧克力,5,406.33,paid
1388,2025-01-31,C067,NORTH,数码,移动电源,1,115.02,paid
1389,2025-05-13,C016,east,服饰,T恤,3,454.87,paid
1390,2025-07-17,C074,East,数码,机械键盘,5,323.84,paid
1391,2025-06-10,C022,west,数码,机械键盘,6,52.15,paid
1392,2025-04-05,C006,North,家居,台灯,2,152.47,paid
1393,2025-08-08,C023,north,数码,无线耳机,8,231.11,paid
1394,2025-08-27,C041,East,数码,移动电源,4,206.65,paid
1395,2025-03-11,C023,east,数码,移动电源,2,311.18,paid
1396,2025-02-27,C040,East,食品,坚果,2,528.65,paid
1397,2025-03-25,C039,west,数码,移动电源,1,233.97,paid
1398,2025-07-09,C026,west,食品,坚果,6,363.18,paid
1399,2025-07-07,C070,NORTH,食品,坚果,1,560.79,refunded
1400,2025-03-30,C014,north,数码,机械键盘,7,512.42,paid
1401,2025-02-22,C019,East,食品,坚果,8,577.49,paid
1402,2025-07-02,C048,north,服饰,T恤,4,540.43,paid
1403,2025-04-28,C076,North,数码,移动电源,3,389.59,paid
1404,2025-05-26,C051,NORTH,数码,机械键盘,4,189.17,paid
1405,2025-06-29,C018,west,服饰,卫衣,5,155.49,paid
1406,2025-07-19,C053,NORTH,食品,坚果,2,115.34,paid
1407,2025-01-31,C016,south ,食品,咖啡,8,198.82,paid
1408,2025-01-24,C019,South,家居,抱枕,1,144.71,paid
1409,2025-01-24,C023,East,家居,台灯,1,412.77,paid
1410,2025-01-08,C018,south ,美妆,口红,2,287.99,paid
1411,2025-02-01,C011,south ,数码,无线耳机,3,134.92,paid
1412,2025-05-30,C057,North,食品,咖啡,1,598.35,paid
1413,2025-07-27,C022,east,家居,收纳盒,2,44.76,paid
1414,2025-08-25,C023,East,食品,咖啡,8,37.1,paid
1415,2025-04-01,C079,South,家居,收纳盒,5,278.69,paid
1416,2025-06-08,C008,South,食品,坚果,8,258.96,paid
1417,2025-01-23,C068,NORTH,服饰,卫衣,7,135.69,paid
1418,2025-03-05,C045,East,食品,坚果,6,298.22,paid
1419,2025-08-22,C077,east,食品,巧克力,7,176.85,refunded
1420,2025-02-26,C030,north,数码,机械键盘,8,327.07,paid
1421,2025-02-10,C008,south ,数码,无线耳机,5,329.54,paid
1422,2025-07-15,C023,East,家居,抱枕,6,562.42,paid
1423,2025-02-15,C046,east,家居,抱枕,6,550.11,refunded
1424,2025-05-26,C005,south ,食品,坚果,8,334.43,paid
1425,2025-01-24,C079,south ,数码,无线耳机,1,325.34,refunded
