order_id,order_date,customer_id,region,category,product,quantity,unit_price,status,amount,order_month
1555,2025-01-26,C079,North,服饰,牛仔裤,4,204.32,paid,817.28,2025-01
1338,2025-01-26,C076,South,服饰,T恤,8,236.99,paid,1895.92,2025-01
1583,2025-01-26,C011,South,美妆,面膜,8,464.2,paid,3713.6,2025-01
1436,2025-01-26,C005,South,美妆,精华,3,281.75,paid,845.25,2025-01
1262,2025-01-26,C061,North,家居,收纳盒,7,398.68,paid,2790.76,2025-01
1004,2025-01-27,C006,North,数码,机械键盘,6,511.55,paid,3069.3,2025-01
1078,2025-01-28,C010,South,食品,坚果,7,250.06,paid,1750.42,2025-01
1237,2025-01-28,C013,West,服饰,T恤,2,175.13,paid,350.26,2025-01
1276,2025-01-29,C057,South,数码,移动电源,3,115.43,paid,346.29,2025-01
1110,2025-01-30,C047,North,美妆,精华,8,259.68,paid,2077.44,2025-01
1277,2025-01-30,C008,West,家居,抱枕,2,541.36,paid,1082.72,2025-01
1539,2025-01-30,C042,South,服饰,卫衣,4,576.16,paid,2304.64,2025-01
1220,2025-01-30,C016,North,数码,移动电源,8,320.29,paid,2562.32,2025-01
1150,2025-01-30,C065,West,数码,机械键盘,6,317.68,paid,1906.08,2025-01
1340,2025-01-30,C062,South,家居,台灯,6,284.09,paid,1704.54,2025-01
1407,2025-01-31,C016,South,食品,咖啡,8,198.82,paid,1590.56,2025-01
1388,2025-01-31,C067,North,数码,移动电源,1,115.02,paid,115.02,2025-01
1488,2025-02-01,C069,North,服饰,牛仔裤,7,528.4,paid,3698.8,2025-02
1138,2025-02-01,C014,South,美妆,口红,7,497.0,paid,3479.0,2025-02
1411,2025-02-01,C011,South,数码,无线耳机,3,134.92,paid,404.76,2025-02
1231,2025-02-02,C022,North,服饰,牛仔裤,3,363.25,paid,1089.75,2025-02
1283,2025-02-04,C029,North,服饰,T恤,7,326.73,paid,2287.11,2025-02
1330,2025-02-04,C041,South,服饰,卫衣,8,202.23,paid,1617.84,2025-02
1574,2025-02-07,C073,South,数码,无线耳机,3,319.65,paid,958.95,2025-02
1506,2025-02-08,C061,North,食品,巧克力,1,393.17,paid,393.17,2025-02
1096,2025-02-08,C054,South,家居,抱枕,2,596.47,paid,1192.94,2025-02
1446,2025-02-08,C071,East,数码,无线耳机,7,583.01,paid,4081.07,2025-02
1235,2025-02-10,C041,West,美妆,口红,8,138.33,paid,1106.64,2025-02
1421,2025-02-10,C008,South,数码,无线耳机,5,329.54,paid,1647.7,2025-02
1549,2025-02-10,C038,North,食品,坚果,7,482.13,paid,3374.91,2025-02
1044,2025-02-11,C020,East,美妆,精华,1,84.89,paid,84.89,2025-02
1591,2025-02-11,C077,North,美妆,精华,2,497.49,paid,994.98,2025-02
1438,2025-02-11,C062,North,数码,移动电源,6,364.54,paid,2187.24,2025-02
1009,2025-02-11,C008,South,美妆,口红,4,417.08,paid,1668.32,2025-02
1449,2025-02-12,C056,North,家居,收纳盒,1,265.56,paid,265.56,2025-02
1030,2025-02-12,C022,East,美妆,口红,4,521.5,paid,2086.0,2025-02
1359,2025-02-12,C069,South,食品,坚果,4,487.16,paid,1948.64,2025-02
1337,2025-02-12,C002,East,食品,坚果,6,580.12,paid,3480.72,2025-02
1355,2025-02-13,C070,West,美妆,精华,2,352.17,paid,704.34,2025-02
1559,2025-02-14,C010,South,食品,坚果,3,536.95,paid,1610.85,2025-02
1343,2025-02-14,C052,East,食品,坚果,7,575.91,paid,4031.37,2025-02
1052,2025-02-15,C041,North,食品,咖啡,2,366.01,paid,732.02,2025-02
1178,2025-02-15,C020,West,美妆,口红,6,521.26,paid,3127.56,2025-02
1431,2025-02-15,C079,East,数码,移动电源,1,125.61,paid,125.61,2025-02
1073,2025-02-16,C049,East,数码,机械键盘,6,142.76,paid,856.56,2025-02
1189,2025-02-16,C010,West,家居,台灯,4,151.39,paid,605.56,2025-02
1270,2025-02-17,C058,East,家居,台灯,4,23.96,paid,95.84,2025-02
1028,2025-02-18,C010,North,食品,咖啡,7,126.42,paid,884.94,2025-02
1091,2025-02-19,C068,West,家居,抱枕,5,440.26,paid,2201.3,2025-02
1222,2025-02-21,C012,North,数码,无线耳机,8,120.14,paid,961.12,2025-02
1369,2025-02-21,C012,South,家居,抱枕,3,527.17,paid,1581.51,2025-02
1426,2025-02-21,C019,North,家居,台灯,6,54.54,paid,327.24,2025-02
1450,2025-02-21,C009,South,家居,抱枕,6,548.27,paid,3289.62,2025-02
1401,2025-02-22,C019,East,食品,坚果,8,577.49,paid,4619.92,2025-02
1527,2025-02-22,C072,East,食品,坚果,8,79.44,paid,635.52,2025-02
1042,2025-02-22,C012,West,服饰,牛仔裤,5,545.1,paid,2725.5,2025-02
1314,2025-02-24,C036,South,食品,咖啡,1,556.01,paid,556.01,2025-02
1552,2025-02-24,C033,North,美妆,精华,3,126.72,paid,380.16,2025-02
1260,2025-02-24,C076,South,家居,抱枕,5,99.62,paid,498.1,2025-02
1372,2025-02-24,C002,North,美妆,面膜,4,321.28,paid,1285.12,2025-02
1366,2025-02-25,C071,West,美妆,面膜,5,207.26,paid,1036.3,2025-02
1420,2025-02-26,C030,North,数码,机械键盘,8,327.07,paid,2616.56,2025-02
1290,2025-02-26,C023,South,美妆,口红,1,342.9,paid,342.9,2025-02
1088,2025-02-26,C071,South,美妆,精华,5,405.1,paid,2025.5,2025-02
1484,2025-02-27,C022,North,服饰,卫衣,2,242.46,paid,484.92,2025-02
1257,2025-02-27,C036,South,服饰,卫衣,8,203.88,paid,1631.04,2025-02
1075,2025-02-27,C003,North,数码,移动电源,1,570.77,paid,570.77,2025-02
1396,2025-02-27,C040,East,食品,坚果,2,528.65,paid,1057.3,2025-02
1060,2025-02-27,C010,North,家居,收纳盒,1,162.01,paid,162.01,2025-02
1124,2025-02-28,C004,North,数码,机械键盘,2,277.33,paid,554.66,2025-02
1570,2025-02-28,C078,South,数码,移动电源,4,107.14,paid,428.56,2025-02
1578,2025-02-28,C065,North,美妆,口红,2,29.61,paid,59.22,2025-02
1090,2025-03-01,C024,South,数码,移动电源,6,89.34,paid,536.04,2025-03
1177,2025-03-02,C010,South,数码,无线耳机,4,120.63,paid,482.52,2025-03
1204,2025-03-03,C068,North,食品,咖啡,2,323.62,paid,647.24,2025-03
1261,2025-03-03,C061,South,家居,收纳盒,4,50.44,paid,201.76,2025-03
1019,2025-03-03,C069,North,数码,无线耳机,2,444.51,paid,889.02,2025-03
1241,2025-03-03,C061,East,家居,抱枕,1,49.31,paid,49.31,2025-03
1378,2025-03-05,C039,South,食品,巧克力,1,511.78,paid,511.78,2025-03
1418,2025-03-05,C045,East,食品,坚果,6,298.22,paid,1789.32,2025-03
1015,2025-03-06,C038,North,食品,坚果,5,465.79,paid,2328.95,2025-03
1554,2025-03-06,C031,West,数码,无线耳机,6,227.14,paid,1362.84,2025-03
1504,2025-03-08,C080,South,服饰,T恤,6,321.08,paid,1926.48,2025-03
1221,2025-03-09,C063,West,服饰,牛仔裤,4,597.89,paid,2391.56,2025-03
1099,2025-03-09,C053,South,数码,无线耳机,3,340.16,paid,1020.48,2025-03
1041,2025-03-09,C044,North,数码,无线耳机,5,183.42,paid,917.1,2025-03
1454,2025-03-09,C019,West,美妆,精华,8,41.73,paid,333.84,2025-03
1361,2025-03-10,C008,North,食品,巧克力,3,578.41,paid,1735.23,2025-03
1083,2025-03-10,C060,North,服饰,T恤,5,531.35,paid,2656.75,2025-03
1213,2025-03-10,C024,East,数码,移动电源,2,269.75,paid,539.5,2025-03
1166,2025-03-11,C028,East,美妆,精华,8,372.1,paid,2976.8,2025-03
1395,2025-03-11,C023,East,数码,移动电源,2,311.18,paid,622.36,2025-03
1521,2025-03-12,C078,South,美妆,口红,8,486.78,paid,3894.24,2025-03
1362,2025-03-12,C032,North,家居,抱枕,4,104.82,paid,419.28,2025-03
1462,2025-03-12,C063,East,服饰,卫衣,2,415.08,paid,830.16,2025-03
1470,2025-03-12,C031,South,服饰,卫衣,5,129.25,paid,646.25,2025-03
1457,2025-03-13,C057,North,美妆,精华,4,97.94,paid,391.76,2025-03
1360,2025-03-13,C074,North,食品,巧克力,6,587.82,paid,3526.92,2025-03
1074,2025-03-13,C045,North,美妆,口红,8,31.24,paid,249.92,2025-03
1584,2025-03-14,C001,East,食品,巧克力,5,129.63,paid,648.15,2025-03
1186,2025-03-14,C045,North,服饰,牛仔裤,6,67.27,paid,403.62,2025-03
1117,2025-03-14,C043,West,服饰,牛仔裤,3,279.0,paid,837.0,2025-03
1258,2025-03-15,C019,East,数码,移动电源,7,494.66,paid,3462.62,2025-03
1242,2025-03-15,C047,North,食品,坚果,7,97.68,paid,683.76,2025-03
1259,2025-03-16,C062,North,数码,机械键盘,6,555.93,paid,3335.58,2025-03
1173,2025-03-16,C059,North,数码,机械键盘,6,119.69,paid,718.14,2025-03
1331,2025-03-16,C051,South,美妆,精华,6,238.11,paid,1428.66,2025-03
1437,2025-03-17,C049,South,数码,机械键盘,2,63.04,paid,126.08,2025-03
1190,2025-03-17,C077,North,数码,移动电源,6,528.31,paid,3169.86,2025-03
1472,2025-03-17,C074,East,服饰,卫衣,7,447.3,paid,3131.1,2025-03
1474,2025-03-18,C034,North,家居,抱枕,5,76.61,paid,383.05,2025-03
1129,2025-03-18,C050,South,美妆,精华,8,510.28,paid,4082.24,2025-03
1141,2025-03-19,C059,North,美妆,面膜,4,534.61,paid,2138.44,2025-03
1491,2025-03-19,C054,North,美妆,精华,5,381.22,paid,1906.1,2025-03
1297,2025-03-19,C032,South,数码,无线耳机,2,453.19,paid,906.38,2025-03
1187,2025-03-21,C043,North,美妆,面膜,5,344.17,paid,1720.85,2025-03
1386,2025-03-21,C015,South,美妆,精华,1,161.8,paid,161.8,2025-03
1480,2025-03-22,C074,West,数码,无线耳机,5,141.44,paid,707.2,2025-03
1349,2025-03-22,C066,South,数码,无线耳机,2,126.17,paid,252.34,2025-03
1433,2025-03-23,C032,North,家居,抱枕,6,279.05,paid,1674.3,2025-03
1289,2025-03-23,C067,East,食品,巧克力,4,195.02,paid,780.08,2025-03
1067,2025-03-23,C028,North,食品,坚果,3,154.13,paid,462.39,2025-03
1153,2025-03-24,C071,North,食品,坚果,3,179.51,paid,538.53,2025-03
1397,2025-03-25,C039,West,数码,移动电源,1,233.97,paid,233.97,2025-03
1499,2025-03-26,C015,South,服饰,卫衣,2,236.12,paid,472.24,2025-03
1538,2025-03-26,C002,South,服饰,卫衣,8,598.05,paid,4784.4,2025-03
1147,2025-03-26,C017,North,家居,抱枕,5,517.88,paid,2589.4,2025-03
1080,2025-03-30,C054,East,食品,咖啡,2,313.46,paid,626.92,2025-03
1400,2025-03-30,C014,North,数码,机械键盘,7,512.42,paid,3586.94,2025-03
1230,2025-03-30,C036,North,食品,咖啡,5,133.86,paid,669.3,2025-03
1341,2025-03-31,C015,West,美妆,面膜,8,204.97,paid,1639.76,2025-03
1569,2025-04-01,C022,West,服饰,卫衣,1,311.07,paid,311.07,2025-04
1348,2025-04-01,C018,North,美妆,精华,5,552.84,paid,2764.2,2025-04
1415,2025-04-01,C079,South,家居,收纳盒,5,278.69,paid,1393.45,2025-04
1211,2025-04-02,C052,East,数码,移动电源,5,92.2,paid,461.0,2025-04
1218,2025-04-03,C048,North,美妆,精华,3,413.86,paid,1241.58,2025-04
1381,2025-04-03,C061,East,服饰,T恤,7,231.94,paid,1623.58,2025-04
1323,2025-04-03,C072,North,服饰,T恤,2,128.69,paid,257.38,2025-04
1328,2025-04-03,C001,West,服饰,T恤,4,285.56,paid,1142.24,2025-04
1512,2025-04-04,C061,West,数码,无线耳机,6,344.89,paid,2069.34,2025-04
1332,2025-04-04,C060,South,数码,移动电源,3,415.39,paid,1246.17,2025-04
1142,2025-04-05,C079,North,食品,咖啡,7,399.85,paid,2798.95,2025-04
1008,2025-04-05,C032,South,服饰,T恤,2,373.3,paid,746.6,2025-04
1392,2025-04-05,C006,North,家居,台灯,2,152.47,paid,304.94,2025-04
1206,2025-04-06,C014,North,服饰,牛仔裤,6,477.34,paid,2864.04,2025-04
1282,2025-04-06,C070,East,美妆,口红,7,66.54,paid,465.78,2025-04
1533,2025-04-07,C033,South,数码,机械键盘,5,95.44,paid,477.2,2025-04
1031,2025-04-08,C072,East,数码,机械键盘,8,185.44,paid,1483.52,2025-04
1123,2025-04-08,C037,West,服饰,牛仔裤,1,378.13,paid,378.13,2025-04
1285,2025-04-08,C015,West,家居,收纳盒,6,109.97,paid,659.82,2025-04
1299,2025-04-08,C064,East,美妆,精华,5,171.71,paid,858.55,2025-04
1540,2025-04-08,C048,South,数码,机械键盘,5,34.33,paid,171.65,2025-04
1120,2025-04-09,C013,North,家居,台灯,3,311.33,paid,933.99,2025-04
1069,2025-04-10,C039,North,食品,巧克力,7,296.65,paid,2076.55,2025-04
1071,2025-04-10,C080,East,服饰,牛仔裤,3,507.49,paid,1522.47,2025-04
1566,2025-04-10,C067,North,美妆,口红,1,588.74,paid,588.74,2025-04
1350,2025-04-10,C069,North,美妆,精华,7,265.36,paid,1857.52,2025-04
1329,2025-04-12,C077,East,服饰,牛仔裤,6,275.33,paid,1651.98,2025-04
1371,2025-04-12,C001,South,服饰,牛仔裤,7,400.18,paid,2801.26,2025-04
1037,2025-04-12,C010,South,家居,抱枕,8,203.38,paid,1627.04,2025-04
1500,2025-04-13,C054,South,美妆,口红,7,420.14,paid,2940.98,2025-04
1056,2025-04-14,C023,North,服饰,牛仔裤,4,263.86,paid,1055.44,2025-04
1035,2025-04-14,C075,South,数码,移动电源,1,379.24,paid,379.24,2025-04
1586,2025-04-15,C069,North,服饰,T恤,7,397.91,paid,2785.37,2025-04
1143,2025-04-15,C047,East,服饰,T恤,4,277.16,paid,1108.64,2025-04
1294,2025-04-16,C011,North,美妆,精华,7,160.86,paid,1126.02,2025-04
1109,2025-04-16,C042,East,美妆,口红,1,283.8,paid,283.8,2025-04
1126,2025-04-16,C049,North,食品,巧克力,3,121.54,paid,364.62,2025-04
1490,2025-04-17,C002,North,美妆,口红,5,295.15,paid,1475.75,2025-04
1537,2025-04-17,C043,East,食品,巧克力,2,222.65,paid,445.3,2025-04
1502,2025-04-17,C079,West,食品,咖啡,3,374.57,paid,1123.71,2025-04
1476,2025-04-18,C007,South,服饰,卫衣,5,288.98,paid,1444.9,2025-04
1587,2025-04-19,C072,South,食品,咖啡,7,457.88,paid,3205.16,2025-04
1098,2025-04-20,C028,North,服饰,牛仔裤,2,569.6,paid,1139.2,2025-04
1582,2025-04-20,C074,East,家居,台灯,6,361.65,paid,2169.9,2025-04
1482,2025-04-20,C002,North,美妆,口红,1,329.59,paid,329.59,2025-04
1546,2025-04-21,C080,East,服饰,T恤,2,330.2,paid,660.4,2025-04
1016,2025-04-22,C065,North,家居,台灯,5,583.7,paid,2918.5,2025-04
1592,2025-04-22,C050,South,数码,无线耳机,4,235.08,paid,940.32,2025-04
1082,2025-04-22,C076,South,家居,抱枕,8,289.63,paid,2317.04,2025-04
1053,2025-04-22,C006,North,食品,巧克力,7,541.71,paid,3791.97,2025-04
1486,2025-04-22,C052,West,家居,台灯,6,455.07,paid,2730.42,2025-04
1358,2025-04-23,C055,South,数码,无线耳机,6,519.41,paid,3116.46,2025-04
1179,2025-04-23,C046,West,数码,机械键盘,5,481.87,paid,2409.35,2025-04
1594,2025-04-23,C067,South,数码,无线耳机,4,39.49,paid,157.96,2025-04
1112,2025-04-23,C002,North,美妆,面膜,4,431.67,paid,1726.68,2025-04
1029,2025-04-24,C031,North,食品,坚果,1,582.02,paid,582.02,2025-04
1219,2025-04-24,C032,North,数码,移动电源,6,250.86,paid,1505.16,2025-04
1532,2025-04-25,C016,North,家居,抱枕,3,578.24,paid,1734.72,2025-04
1287,2025-04-25,C030,North,食品,巧克力,4,449.51,paid,1798.04,2025-04
1183,2025-04-26,C057,North,数码,机械键盘,3,42.7,paid,128.1,2025-04
1100,2025-04-26,C059,South,食品,咖啡,1,154.26,paid,154.26,2025-04
1182,2025-04-26,C008,South,食品,巧克力,6,370.9,paid,2225.4,2025-04
1345,2025-04-26,C009,East,食品,咖啡,1,428.75,paid,428.75,2025-04
1196,2025-04-26,C058,East,食品,坚果,2,568.92,paid,1137.84,2025-04
1164,2025-04-27,C073,East,服饰,T恤,5,438.53,paid,2192.65,2025-04
1115,2025-04-27,C018,East,食品,坚果,4,554.68,paid,2218.72,2025-04
1278,2025-04-27,C040,East,家居,抱枕,8,347.07,paid,2776.56,2025-04
1387,2025-04-27,C023,North,食品,巧克力,5,406.33,paid,2031.65,2025-04
1061,2025-04-27,C001,South,美妆,精华,7,306.74,paid,2147.18,2025-04
1304,2025-04-28,C024,East,家居,抱枕,3,101.18,paid,303.54,2025-04
1403,2025-04-28,C076,North,数码,移动电源,3,389.59,paid,1168.77,2025-04
1077,2025-04-30,C040,North,服饰,卫衣,2,471.12,paid,942.24,2025-04
1300,2025-04-30,C053,West,数码,移动电源,6,550.31,paid,3301.86,2025-04
1228,2025-04-30,C065,North,食品,咖啡,3,465.31,paid,1395.93,2025-04
1240,2025-04-30,C059,West,美妆,口红,1,72.23,paid,72.23,2025-04
1108,2025-05-01,C043,East,服饰,卫衣,6,408.68,paid,2452.08,2025-05
1293,2025-05-02,C072,South,家居,收纳盒,3,487.35,paid,1462.05,2025-05
1263,2025-05-03,C012,East,家居,台灯,5,394.62,paid,1973.1,2025-05
1274,2025-05-03,C069,East,家居,台灯,7,427.13,paid,2989.91,2025-05
1588,2025-05-04,C051,West,家居,台灯,5,593.33,paid,2966.65,2025-05
1066,2025-05-05,C043,West,家居,台灯,2,433.86,paid,867.72,2025-05
1168,2025-05-05,C008,South,食品,巧克力,1,147.9,paid,147.9,2025-05
1085,2025-05-05,C036,South,家居,台灯,6,182.2,paid,1093.2,2025-05
1320,2025-05-06,C049,East,家居,台灯,7,127.73,paid,894.11,2025-05
1327,2025-05-07,C010,North,家居,收纳盒,7,180.06,paid,1260.42,2025-05
1515,2025-05-07,C016,East,家居,抱枕,2,167.49,paid,334.98,2025-05
1114,2025-05-08,C032,South,服饰,牛仔裤,7,504.14,paid,3528.98,2025-05
1303,2025-05-08,C063,East,食品,巧克力,5,462.75,paid,2313.75,2025-05
1518,2025-05-08,C066,North,数码,移动电源,7,506.51,paid,3545.57,2025-05
1104,2025-05-09,C042,West,食品,咖啡,2,366.86,paid,733.72,2025-05
1171,2025-05-09,C056,East,食品,巧克力,2,250.3,paid,500.6,2025-05
1353,2025-05-10,C022,West,美妆,口红,7,431.88,paid,3023.16,2025-05
1180,2025-05-10,C037,West,数码,机械键盘,8,41.81,paid,334.48,2025-05
1210,2025-05-12,C037,West,美妆,精华,5,41.24,paid,206.2,2025-05
1541,2025-05-12,C042,West,食品,咖啡,1,191.93,paid,191.93,2025-05
1542,2025-05-12,C028,North,数码,无线耳机,1,383.62,paid,383.62,2025-05
1389,2025-05-13,C016,East,服饰,T恤,3,454.87,paid,1364.61,2025-05
1227,2025-05-15,C058,North,美妆,口红,3,583.98,paid,1751.94,2025-05
1310,2025-05-15,C059,South,服饰,卫衣,7,65.83,paid,460.81,2025-05
1184,2025-05-15,C053,North,食品,巧克力,6,236.25,paid,1417.5,2025-05
1255,2025-05-15,C046,North,美妆,口红,8,549.03,paid,4392.24,2025-05
1089,2025-05-16,C033,East,服饰,卫衣,6,427.66,paid,2565.96,2025-05
1478,2025-05-16,C053,North,服饰,卫衣,3,99.67,paid,299.01,2025-05
1072,2025-05-17,C060,North,数码,机械键盘,2,392.79,paid,785.58,2025-05
1384,2025-05-18,C027,South,食品,坚果,2,199.75,paid,399.5,2025-05
1148,2025-05-19,C031,North,服饰,T恤,1,96.45,paid,96.45,2025-05
1288,2025-05-19,C074,North,家居,收纳盒,5,155.81,paid,779.05,2025-05
1336,2025-05-20,C046,North,数码,机械键盘,2,465.99,paid,931.98,2025-05
1045,2025-05-20,C006,North,数码,机械键盘,7,93.92,paid,657.44,2025-05
1214,2025-05-20,C058,North,服饰,卫衣,2,210.19,paid,420.38,2025-05
1201,2025-05-21,C016,East,食品,巧克力,2,470.18,paid,940.36,2025-05
1308,2025-05-22,C065,North,美妆,面膜,5,330.73,paid,1653.65,2025-05
1244,2025-05-22,C080,East,服饰,T恤,8,463.35,paid,3706.8,2025-05
1530,2025-05-22,C057,South,数码,无线耳机,4,379.93,paid,1519.72,2025-05
1113,2025-05-22,C020,South,美妆,面膜,2,287.64,paid,575.28,2025-05
1118,2025-05-22,C031,West,食品,咖啡,6,524.37,paid,3146.22,2025-05
1561,2025-05-22,C076,West,服饰,牛仔裤,3,232.17,paid,696.51,2025-05
1545,2025-05-23,C052,South,数码,移动电源,5,256.43,paid,1282.15,2025-05
1086,2025-05-23,C072,South,数码,移动电源,2,159.99,paid,319.98,2025-05
1599,2025-05-24,C033,South,数码,移动电源,6,569.27,paid,3415.62,2025-05
1064,2025-05-24,C021,West,食品,咖啡,7,501.73,paid,3512.11,2025-05
1469,2025-05-24,C044,South,食品,巧克力,5,416.96,paid,2084.8,2025-05
1036,2025-05-25,C034,South,食品,咖啡,4,408.44,paid,1633.76,2025-05
1311,2025-05-25,C005,South,家居,抱枕,5,416.74,paid,2083.7,2025-05
1404,2025-05-26,C051,North,数码,机械键盘,4,189.17,paid,756.68,2025-05
1084,2025-05-26,C024,East,食品,巧克力,6,36.65,paid,219.9,2025-05
1424,2025-05-26,C005,South,食品,坚果,8,334.43,paid,2675.44,2025-05
1479,2025-05-26,C023,East,美妆,面膜,3,471.79,paid,1415.37,2025-05
1119,2025-05-27,C049,East,美妆,面膜,1,204.54,paid,204.54,2025-05
1441,2025-05-27,C038,North,食品,咖啡,1,229.28,paid,229.28,2025-05
1161,2025-05-27,C040,North,家居,台灯,5,36.79,paid,183.95,2025-05
1346,2025-05-28,C034,North,数码,移动电源,6,209.07,paid,1254.42,2025-05
1585,2025-05-28,C041,North,食品,坚果,7,399.64,paid,2797.48,2025-05
1251,2025-05-28,C080,North,家居,抱枕,8,118.9,paid,951.2,2025-05
1367,2025-05-28,C006,West,家居,抱枕,6,538.61,paid,3231.66,2025-05
1412,2025-05-30,C057,North,食品,咖啡,1,598.35,paid,598.35,2025-05
1453,2025-05-30,C053,North,数码,无线耳机,5,523.14,paid,2615.7,2025-05
1316,2025-05-31,C073,East,家居,抱枕,2,193.58,paid,387.16,2025-05
1377,2025-05-31,C011,East,美妆,口红,6,478.82,paid,2872.92,2025-05
1106,2025-05-31,C067,South,数码,移动电源,1,462.6,paid,462.6,2025-05
1149,2025-05-31,C068,North,服饰,T恤,5,50.39,paid,251.95,2025-05
1428,2025-05-31,C056,South,数码,机械键盘,6,99.14,paid,594.84,2025-05
1079,2025-06-01,C006,South,家居,收纳盒,2,481.81,paid,963.62,2025-06
1092,2025-06-02,C002,South,服饰,T恤,5,151.94,paid,759.7,2025-06
